timestamp,CO2-val,truth-val
2019-07-06 03:40:00,-13,1
2019-07-06 03:45:00,-10,1
2019-07-06 03:50:00,-13,1
2019-07-06 03:55:00,-12,1
2019-07-06 04:00:00,-11,1
2019-07-06 04:05:00,-10,1
2019-07-06 04:10:00,-9,1
2019-07-06 04:15:00,-12,1
2019-07-06 04:20:00,-12,1
2019-07-06 04:25:00,-14,1
2019-07-06 04:30:00,-13,1
2019-07-06 04:35:00,-12,1
2019-07-06 04:40:00,-12,1
2019-07-06 04:45:00,-10,1
2019-07-06 04:50:00,-11,1
2019-07-06 04:55:00,-12,1
2019-07-07 00:00:00,31,1
2019-07-07 00:05:00,27,1
2019-07-07 00:10:00,25,1
2019-07-07 00:15:00,33,1
2019-07-07 00:20:00,31,1
2019-07-07 00:25:00,30,1
2019-07-07 00:30:00,26,1
2019-07-07 00:35:00,29,1
2019-07-07 00:40:00,27,1
2019-07-07 00:45:00,27,1
2019-07-07 00:50:00,27,1
2019-07-07 00:55:00,25,1
2019-07-07 01:00:00,20,1
2019-07-07 01:05:00,21,1
2019-07-07 01:10:00,20,1
2019-07-07 01:15:00,19,1
2019-07-07 01:20:00,19,1
2019-07-07 01:25:00,17,1
2019-07-07 01:30:00,17,1
2019-07-07 01:35:00,17,1
2019-07-07 01:40:00,16,1
2019-07-07 01:45:00,17,1
2019-07-07 01:50:00,15,1
2019-07-07 01:55:00,16,1
2019-07-07 02:00:00,16,1
2019-07-07 02:05:00,14,1
2019-07-07 02:10:00,15,1
2019-07-07 02:15:00,14,1
2019-07-07 02:20:00,11,1
2019-07-07 02:25:00,6,1
2019-07-07 02:30:00,4,1
2019-07-07 02:35:00,6,1
2019-07-07 02:40:00,9,1
2019-07-07 02:45:00,9,1
2019-07-07 02:50:00,9,1
2019-07-07 02:55:00,9,1
2019-07-07 03:00:00,11,1
2019-07-07 03:05:00,11,1
2019-07-07 03:10:00,10,1
2019-07-07 03:15:00,7,1
2019-07-07 03:20:00,6,1
2019-07-07 03:25:00,5,1
2019-07-07 03:30:00,2,1
2019-07-07 03:35:00,2,1
2019-07-07 03:40:00,2,1
2019-07-07 03:45:00,6,1
2019-07-07 03:50:00,3,1
2019-07-07 03:55:00,3,1
2019-07-07 04:00:00,5,1
2019-07-07 04:05:00,3,1
2019-07-07 04:10:00,6,1
2019-07-07 04:15:00,7,1
2019-07-07 04:20:00,6,1
2019-07-07 04:25:00,7,1
2019-07-07 04:30:00,1,1
2019-07-07 04:35:00,3,1
2019-07-07 04:40:00,-3,1
2019-07-07 04:45:00,1,1
2019-07-07 04:50:00,-1,1
2019-07-07 04:55:00,-4,1
2019-07-08 00:00:00,3,1
2019-07-08 00:05:00,8,1
2019-07-08 00:10:00,8,1
2019-07-08 00:15:00,7,1
2019-07-08 00:20:00,6,1
2019-07-08 00:25:00,10,1
2019-07-08 00:30:00,14,1
2019-07-08 00:35:00,10,1
2019-07-08 00:40:00,8,1
2019-07-08 00:45:00,7,1
2019-07-08 00:50:00,7,1
2019-07-08 00:55:00,5,1
2019-07-08 01:00:00,4,1
2019-07-08 01:05:00,6,1
2019-07-08 01:10:00,3,1
2019-07-08 01:15:00,5,1
2019-07-08 01:20:00,4,1
2019-07-08 01:25:00,4,1
2019-07-08 01:30:00,2,1
2019-07-08 01:35:00,-3,1
2019-07-08 01:40:00,-2,1
2019-07-08 01:45:00,-6,1
2019-07-08 01:50:00,-5,1
2019-07-08 01:55:00,-6,1
2019-07-08 02:00:00,-1,1
2019-07-08 02:05:00,3,1
2019-07-08 02:10:00,1,1
2019-07-08 02:15:00,-1,1
2019-07-08 02:20:00,-2,1
2019-07-08 02:25:00,3,1
2019-07-08 02:30:00,2,1
2019-07-08 02:35:00,-4,1
